Gene,pvalue,estimate,adj_pvalue
PHOX2B.00134,0.5550570681771133,-0.005772386182824104,0.7421191154370002
PHOX2B.00135,0.2504416285997669,0.011350601321151102,0.47506740809377884
PHOX2B.00137,0.7975499746393682,-0.0017272462671689079,0.8989659146956357
PHOX2B.00141,0.7275058325598498,-0.002918478293937201,0.8589645619124961
PHOX2B.00142,0.44134783597163657,-0.006693179893077261,0.6526549274174432
PHOX2B.00143,0.015386667493628964,0.01065903496359115,0.10071260364823084
PHOX2B.00144,0.4730428514906137,0.004567290989154197,0.6790218063956941
PHOX2B.00145,0.11322229745804051,0.009038647612495766,0.3006382466194878
PHOX2B.00146,0.09517957076962444,-0.010454241535564573,0.2722537115744678
PHOX2B.00147,0.5874552762867038,-0.003707650777139673,0.7661584972975584
PHOX2B.00148,0.23426525044856442,-0.011383639096065755,0.4562963181862826
PHOX2B.00149,0.8947267060164141,9.505150177029504e-4,0.9516289721645851
PHOX2B.00150,2.5766438354734076e-4,-0.026087722443294038,0.014106204769275666
PHOX2B.00188,0.05909644493899443,-0.010861777374197024,0.20777279919033156
PHOX2B.00189,0.2256473671759489,-0.005641809525401835,0.4467194228903682
PHOX2B.00190,0.5237604329147064,0.002486748746241267,0.7203049478826454
PHOX2B.00191,0.036387104122090765,0.010244705605086923,0.1572534308112572
PHOX2B.00192,0.5032825039496039,0.005696067881853855,0.7037782797886771
PHOX2B.00196,0.14284765052599444,-0.009640992682540504,0.34267787713817977
PHOX2B.00197,0.7223218728309947,-0.003331338588006485,0.8553127179550847
PHOX2B.00198,0.1201335170000677,-0.01317092246426804,0.3112665778676148
PHOX2B.00199,0.7339701224737888,0.0030039834094026867,0.8628170017183593
PHOX2B.00200,0.0028321642336157677,-0.019729187049104327,0.04237570018431872
PHOX2B.00201,0.0023707596562699655,0.021526688994857966,0.03920320903016429
PHOX2B.00202,0.6366257580485338,-0.002518466357938743,0.801349667032844
PHOX2B.00203,0.19550758417649783,-0.011557405909287269,0.4106643944210618
PHOX2B.00204,0.24292286082401301,-0.00763694884819178,0.46605313311280294
